,text,subject,type,level,original_filename,language,doc_id
10,[SUBJECT]informatique [TYPE]control [LEVEL]3 esseur gharsallah achour meriem marsa erriadh 3 epreuve informatique ri coef 01.5 jeudi 29 avril 2010 03 durée 1.5 h théorique nom prénom .groupe n note 20 n.b feuille contient 4 s interdit écrire crayon exercice n 1 3 points q.c.m questions choix multiples 1 couche modèle tcp ip responsable adressage logique interconnexion p transport tcp 2 modèle tcp p composé 4 couches 6 couches 5 couches 7 couches 3 adresse p nombre codé 4 octets 32 bits 16 bits 4 bytes 4 protocole connaître adresse p partir adresse physique arp p mac rarp 5 2 octets réservés id machine maximum 216 machines 22 2 machines 216 -1 machines 22 machines 6 adresse p 176.16.0.1 correspond binaire 10000111000010101010101000000001 11011101000011001000001100000101 10110000000100000000000000000001 10010110000101100111100000000010 exercice n 2 2 points répondre vrai faux 1 adresse mac exprime unité décimale binaire hexadécimale octale b-mehdi.jimdo.com 2 protocole arp associer adresse logique adresse physique trouver chemin trames découper informations paquets associer adresse physique adresse logique enseignante gharsallah achour meriem 3 3 si ri 3 adresse mac universelle constituée bits 32 40 48 56 4 routable non 192.168.255.254 adresse ip routable 10.0.0.1 adresse ip routable 172.16.0.16 adresse ip routable 127.0.0.116.2.3 adresse ip routable 256.150.10.1 adresse ip routable exercice n 3 0.5 point objectif décou réseau couches exercice n 4 8 points0.75 4.75 1 1.5 soient adresses p exprimées binaire 10000111000010101010101000000001 b 11011101000011001000001100000101 c 01111011000011110000001100000000 1 convertir 3 adresses ip b c décimale b c 2 compléter tableau nombre masque adresses id réseau id machine maximal correspondante standard machine b c 3 masque 255.255.255.224 adresse ip 192.168.130.10 .compléter phrases b-mehdi.jimdo.com id réseau égale id machine égale enseignante achour gharsallah meriem 3 3 si ri 4 réseau compléter table routage r destination destination masque destination passerelle b internet exercice n 5 6.5 points0.5 1 2 0.25 2x0.75 1.25 1 différence matériel actif passif 2 identifier connecteurs réseau spécifier câble 3 schéma réseau pont switch hub p2 p1 p3 p4 p5 p6 compléter cas postes recevront paquet a- paquet diffusion émis p1 b- paquet émis p1 direction p3 b-mehdi.jimdo.com c- paquet émis p1 direction p5 d- paquet émis p5 direction p4 enseignante achour gharsallah meriem 3 3 si ri 4 intérêt pont 5 différence fonctionnement pont routeur 6 différence fonctionnement concentrateur commutateur 7 couche modèle osi appartiennent termes protocole ip fibre optique tableau brassage logiciel chat routeur bon travail b-mehdi.jimdo.com enseignante achour gharsallah meriem,informatique,control,3,Devoir de contrôle N°3 - Réseaux et systèmes - 3ème SI (2009-2010) Mme Gharsallah Mariem.pdf,fr,060028ba-0bd3-4d31-ad95-a7ca07847dfa
11,[SUBJECT]informatique [TYPE]control [LEVEL]3 l.s elmanchia souk lahad a.s hadded s 3ème durée 1h n 5 epreuve informatique exercice n 1 8 pts propose ecrire progra nommé combinaison chercher afficher c n p entiers saisis donne n cnp p n p questions 1 décomposer problème modules 2 analyser progra principal module 3 déduire algorithmes progra principal modules problème 12 pts nombre rigolos smith nombre so chiffres égale so chiffres facteurs premiers exemples 4 2 x 2 so chiffres 4 22 2 x 11 so chiffres 4 27 3 x 3 x 3 so chiffres 9 problème smith lit nombre n strictement positif affiche nombre smith non questions 1 décomposer problème smith modules 2 analyser progra principal module 3 déduire algorithmes progra principal modules,informatique,control,3,Devoir de Contrôle N°5 - Informatique - 3ème SI   (2011-2012) Mr hadded Sami.pdf,fr,c272625b-7c92-4ef0-b529-ae32d30e9339
12,[SUBJECT]informatique [TYPE]control [LEVEL]bac jabri a. l. ibn el haythem controle n 3 4ème math1 informatique 29 avril 2009 nom prénom note veut mettre matricules n 4 n21 employés société tableau temp matricule chaine caractère longueur 6 1er caractère lettre majuscule 5 chiffres remplissage tableau afficher exemple n 7 temp a34546 b55442 a34567 y09098 y98765 s23453 t87667 progra mois modules enregistrer travail nom prénom dossier bac2009 situé lecteur c barème question points enregistrement 2 exécution correcte modules exécution correcte modules syntaxe vocabulaire structures données structures modularité 18 13 5 4 4 5 s examens www.kiteb.net 1 http:b-mehdi.jimdo.com,informatique,control,bac,Devoir de contrôle N°3 (Théorique) - Informatique - Bac Math (2008-2009) 2.pdf,fr,025903c7-ba20-4192-97c6-5925d12c931a
13,[SUBJECT]informatique [TYPE]control [LEVEL]bac jabri a. l. ibn el haythem controle n 3 4ème math1 informatique 29 avril 2009 nom prénom note ecrire progra pascal saisir n 2n20 chaines caractères non vides tableau tch taille maximale égale 20 trier tableau longueur chaines afficher tableau élément ligne exemple n 7 tch ecran clavier souris ram pc ordinateur t 1 2 3 4 5 6 7 progra affiche t pc ram ecran souris clavier ordinateur progra mois modules enregistrer travail nom prénom dossier bac2009 situé lecteur c barème question points enregistrement 2 exécution correcte modules exécution correcte modules syntaxe vocabulaire structures données structures modularité s examens www.kiteb.net 18 13 5 4 4 5 1 http:b-mehdi.jimdo.com s examens www.kiteb.net 2 http:b-mehdi.jimdo.com,informatique,control,bac,Devoir de contrôle N°3 (Théorique) - Informatique - Bac Math (2008-2009).pdf,fr,c65370a5-2826-4bc0-ad7d-e80f2b9a9cd3
14,[SUBJECT]informatique [TYPE]principal [LEVEL]1 établissement 2 mars 1934 degache tozeur n 1 2021 informatique enseignante dhahri nabila durée 1 heure 1 s 4 nom prénom poste n note 20 important répertoire 1ère année créez dossier travail co nom nom prénom devez enregistrer fur mesure travail aide logiciel unity pouvez réaliser environnement 3d. action dérouler environnement 3d intérieur ex labyrinthe extérieur ex terrain montagneux joueur représenté avatar objet 3d personnage etc. promènera environnement 3d. pourra avancer reculer tourner gauche droite objets interactifs devront ajoutés jeu objets pourront action immédiate environnement ramassés joueur pourra utiliser tard donner exemples agir levier permettant ouvrir porte faire descendre mur clé pouvant utilisée tard ouvrir porte etc. travail demandé création objets logiciel sketchup pourront ensuite importés unity génération animation exportation animation format vidéo,informatique,principal,1,Devoir de Synthèse N°1 - Informatique ; SketchUp - 1ère AS (2021-2022) Mme Dhahri Nabila  Lycée 2 Mars  1934 Degache Tozeur.pdf,fr,9ba17c9c-6c70-4058-b961-b6bf130480c1
15,[SUBJECT]informatique [TYPE]principal [LEVEL]1 établissement 2 mars 1934 degache tozeur n 2 2022 informatique enseignante dhahri nabila durée 1 heure 1 s nom prénom poste n note 20 important répertoire 1ère année créez dossier travail co nom nom prénom devez enregistrer fur mesure travail exercice 1 8 points 1 donner instruction python permettant importer bibliothèque turtle 2 donner instruction python permettant choisir forme tortue 3 donner instruction python permettant changer couleur trait rouge 4 donner instruction python permettant avancer 200 pixels 5 donner instruction python permettant tourner gauche 144 degrés 6 sachant instructions question 4 question 5 répétées 5 fois dessin obtenu 7 donner instruction python permettant modifier couleur remplissage vert 8 donner script complet 1 exercice 2 4 points écrire script python permettant dessiner remplir arc exercice 3 8 points donner script python permettant dessiner heptagone heptagone polygone régulier 7 sots forme progra bon travail 2,informatique,principal,1,Devoir de Synthèse N°2 - Informatique ; Turle - 1ère AS (2021-2022) - Mme Dhahri Nabila - Lycée 2 Mars  1934 Degache Tozeur.pdf,fr,31fe0bd0-b02d-49fd-9db4-ea4cdff0b254
16,[SUBJECT]informatique [TYPE]principal [LEVEL]1 établissement 2 mars 1934 degache tozeur n 2 2022 informatique enseignante dhahri nabila durée 1 heure 1 s 4 nom prénom poste n note 20 important répertoire 1ère année créez dossier travail co nom nom prénom devez enregistrer fur mesure travail exercice 1 8 points 1 donner instruction python permettant importer bibliothèque turtle 2 donner instruction python permettant choisir forme tortue 3 donner instruction python permettant changer couleur trait bleu 4 donner instruction python permettant avancer 240 pixels 5 donner instruction python permettant tourner gauche 150 degrés 6 sachant instructions question 4 question 5 répétées 12 fois dessin obtenu 7 donner instruction python permettant modifier couleur remplissage rouge 8 donner script complet 1 exercice 2 4 points écrire script python permettant dessiner remplir cercle exercice 3 8 points donner script python permettant dessiner octogone octogone polygone régulier 8 sots forme progra bon travail 2,informatique,principal,1,Devoir de Synthèse N°2 - Informatique ; Turtle - 1ère AS (2021-2022) - Mme Dhahri Nabila - Lycée 2 Mars  1934 Degache Tozeur (2).pdf,fr,003f1a18-9196-4d9b-a55a-ca874baecd91
17,[SUBJECT]informatique [TYPE]principal [LEVEL]1 établissement 2 mars 1934 degache tozeur n 2 2022 informatique enseignante dhahri nabila durée 1 heure 1 s 4 nom prénom poste n note 20 important répertoire 1ère année créez dossier travail co nom nom prénom devez enregistrer fur mesure travail exercice 1 8 points 1 donner instruction python permettant importer bibliothèque turtle from turtle import 2 donner instruction python permettant choisir forme tortue shape(turtle) 3 donner instruction python permettant changer couleur trait bleu color(blue) 4 donner instruction python permettant avancer 240 pixels forward(240) 5 donner instruction python permettant tourner gauche 150 degrés left(150) 6 sachant instructions question 4 question 5 répétées 12 fois dessin obtenu étoile 12 branches 7 donner instruction python permettant modifier couleur remplissage rouge fillcolor(red 8 donner script complet from turtle import shape(turtle color(blue fillcolor(red begin_fill forward(200 left(150 forward(200 left(150 forward(200 left(150 forward(200 left(150 forward(200 left(150 forward(200 left(150 forward(200 left(150 end_fill left(150 forward(200 left(150 forward(200 left(150 forward(200 left(150 forward(200 left(150 forward(200 1 exercice 2 4 points écrire script python permettant dessiner remplir cercle from turtle import fillcolor(green begin_fill circle(140 end_fill exercice 3 8 points donner script python permettant dessiner octogone octogone polygone régulier 8 sots forme progra from turtle import arête8 for in range(arête forward(100 left(360 arête méthode 1 méthode 2 from turtle import forward(100 left(45 forward(100 left(45 forward(100 left(45 forward(100 left(45 forward(100 left(45 forward(100 left(45 forward(100 left(45 forward(100 left(45 bon travail 2,informatique,principal,1,Devoir de Synthèse N°2(Correction) - Informatique ; Turtle - 1ère AS (2021-2022) - Mme Dhahri Nabila - Lycée 2 Mars  1934 Degache Tozeur (2).pdf,fr,6152d911-fda9-4c06-abb0-0898cf275820
18,"[SUBJECT]informatique [TYPE]principal [LEVEL]1 établissement 2 mars 1934 degache tozeur n 2 2022 informatique enseignante dhahri nabila durée 1 heure 1 s nom prénom poste n note 20 important répertoire 1ère année créez dossier travail co nom nom prénom devez enregistrer fur mesure travail exercice 1 8 points 1 donner instruction python permettant importer bibliothèque turtle from turtle import 2 donner instruction python permettant choisir forme tortue shape(turtle) 3 donner instruction python permettant changer couleur trait rouge color(red) 4 donner instruction python permettant avancer 200 pixels forward(200) 5 donner instruction python permettant tourner gauche 144 degrés left(144) 6 sachant instructions question 4 question 5 répétées 5 fois dessin obtenu étoile 5 branches 7 donner instruction python permettant modifier couleur remplissage vert fillcolor(green) 8 donner script complet from turtle import shape(turtle color(red fillcolor(green begin_fill forward(200 left(144 forward(200 left(144 forward(200 left(144 forward(200 left(144 forward(200 left(144 end_fill 1 exercice 2 4 points écrire script python permettant dessiner remplir arc from turtle import color(blue fillcolor(pink begin_fill circle(170,60 left(150 forward(170 end_fill exercice 3 8 points donner script python permettant dessiner heptagone heptagone polygone régulier 7 sots forme progra méthode1 from turtle import forward(100 left forward(100 left forward(100 left forward(100 left forward(100 left forward(100 left forward(100 left méthode2 from turtle import arête7 for in range(arête forward(100 left(360 arête bon travail 2",informatique,principal,1,Devoir de Synthèse N°2(Correction) - Informatique ; Turtle - 1ère AS (2021-2022) - Mme Dhahri Nabila - Lycée 2 Mars  1934 Degache Tozeur.pdf,fr,5a508156-77d6-4a2d-9ccb-da227c7fda47
19,[SUBJECT]informatique [TYPE]principal [LEVEL]1 établissement 2 mars n 3 2022 1934 degache tozeur informatique enseignante dhahri nabila durée 1 heure 1 s 4 nom prénom note 20 exercice 1 3 points compléter définition ci-dessous mot convenable partir liste communique internet objet connecté objet objet objets exercice 2 5 points réécrire colonne correction phrases données colonne proposition apportant modifications nécessaires soient correctes proposition correction iot abréviation index organized table capteur réalise action spécifiée interface programmable carte esp32 contient led interne led interne rouge connectée gpio 2 while(true agit boucle finie exercice 3 12 points progra allumer led externe rouge 1 1 modifier progra précédent led rouge allume éteint ensuite led jaune allume éteint nb faut créer pin sortie gpio 23 2 modifier progra modifié niveau question précédente led rouge allume éteint ensuite led jaune allume éteint led verte allume éteint nb faut créer pin sortie gpio 22 3 modifier progra modifié niveau question précédente led jaune clignote 5 fois led verte allume bon travail 2,informatique,principal,1,Devoir de Synthèse N°3 - Informatique ; Robotique - 1ère AS (2021-2022) - Mme Dhahri Nabila - Lycée 2 Mars  1934 Degache Tozeur.pdf,fr,fe4f64f8-730c-4799-b0f0-609de91bed43
20,"[SUBJECT]informatique [TYPE]principal [LEVEL]1 correction n 3 exercice 1 3 points compléter définition ci-dessous mot convenable partir liste communique internet objet connecté objet objet connecté objet comunique objets internet exercice 2 5 points réécrire colonne correction phrases données colonne proposition apportant modifications nécessaires soient correctes proposition correction iot abréviation index organized table iot abréviation internet of things capteur réalise action spécifiée interface programmable actionneur réalise action spécifiée interface programmable carte esp32 contient led interne carte esp32 contient leds internes led interne rouge connectée gpio 2 led interne bleue connectée gpio 2 while(true agit boucle finie while(true agit boucle infinie exercice 3 12 points progra allumer led externe rouge 1 modifier progra précédent led rouge allume éteint ensuite led jaune allume éteint 1 nb faut créer pin sortie gpio 23 from machine import pin importation pin bibliothèque machine from time import sleep importation sleep bibliothèque time ledr pin(15,pin out créer pin sortie gpio 15 ledj pin(23,pin out créer pin sortie gpio 23 while(true boucle infinie ledr.value(true allumer led rouge sleep(2 attendre 2 secondes ledr.value(false éteindre led rouge sleep(2 attendre 2 secondes ledj.value(true allumer led jaune sleep(2 attendre 2 secondes ledj.value(false éteindre led jaune sleep(2 attendre 2 secondes 2 modifier progra modifié niveau question précédente led rouge allume éteint ensuite led jaune allume éteint led verte allume éteint nb faut créer pin sortie gpio 22 from machine import pin importation pin bibliothèque machine from time import sleep importation sleep bibliothèque time ledr pin(15,pin out créer pin sortie gpio 15 ledj pin(23,pin out créer pin sortie gpio 23 ledv pin(22,pin out créer pin sortie gpio 22 while(true boucle infinie ledr.value(true allumer led rouge sleep(2 attendre 2 secondes ledr.value(false éteindre led rouge sleep(2 attendre 2 secondes ledj.value(true allumer led jaune sleep(2 attendre 2 secondes ledj.value(false éteindre led jaune sleep(2 attendre 2 secondes ledv.value(true allumer led verte sleep(2 attendre 2 secondes ledv.value(false éteindre led verte sleep(2 attendre 2 secondes 2 3 modifier progra modifié niveau question précédente led jaune clignote 5 fois led verte allume from machine import pin importation pin bibliothèque machine from time import sleep importation sleep bibliothèque time ledr pin(15,pin out créer pin sortie gpio 15 ledj pin(23,pin out créer pin sortie gpio 23 ledv pin(22,pin out créer pin sortie gpio 22 while(true boucle infinie ledr.value(true allumer led rouge sleep(2 attendre 2 secondes ledr.value(false éteindre led rouge sleep(2 attendre 2 secondes for in range(5 répéter traitement 3 fois ledj.value(true allumer led jaune sleep(2 attendre 2 secondes ledj.value(false éteindre led jaune sleep(2 attendre 2 secondes ledv.value(true allumer led verte sleep(2 attendre 2 secondes ledv.value(false éteindre led verte sleep(2 attendre 2 secondes bon travail 3",informatique,principal,1,Devoir de Synthèse N°3(Correction) - Informatique ; Robotique - 1ère AS (2021-2022) - Mme Dhahri Nabila - Lycée 2 Mars  1934 Degache Tozeur.pdf,fr,e21e9ac3-c916-42f7-a5d7-0994dc6049de
21,"[SUBJECT]informatique [TYPE]principal [LEVEL]2 majel bel abbes kasserine informatique niveau 2ti décembre 2010 durée 2h esseurs bahloul faiez abdelkefi mohamed n 1 nom prénom 2 ti numéro 20 remarques comporte 4 s toutes réponses claires partie 1 culture informatique architecture exercice 1 1,5 pts evaluer affirmations écrivant lettre v vrai f fausse corriger affirmations fausses affirmation corrigée v f affirmation proposée mémoire ram mémoire volatile mémoire cache niveau 1 intégrée processeur ports assurent communication composants carte mère exercice 2 2,5 pts 1 compléter grille basant définitions proposées cidessous b c d e f g h 1 2 3 4 ligne 1 périphérique numériser images documents ordinateur ligne 2 périphérique connecter internet ligne 3 unité mesure information formée 8 bits ligne 4 moyen faire transfert informations composants carte mère 2 donner définition mot trouvé colonne c 1 n 1 partie 2 système exploitation réseaux informatiques exercice 1 1,5 pts compléter phrases mots liste icônes dossier utilitaires extension bureau démarrer noyau progras composé parties contenir fichiers dossiers fichier caractérisé nom démarrage ordinateur obtient trouve exe rcice 2 3 pts 1 présenter détail types réseaux 2 pts lan l n wan w n 2 représenter topologies réseau local schéma nom 1 pts partie 3 algorithmique programmation exercice 1 1,5 pts evaluer expressions détails e1 10 div 3 mod 2 8 6 7 mod 3 2 div 2 5 e2 sqrt 16 3 3 0 and round 4.4 3 e3 non succ b ord 97 2 n 1 exercice 2 3,5 pts algorithme 0 début exercice 2 1 ecrire saisir entier x lire x 2 ecrire saisir entier lire 3 ecrire saisir entier z lire z 4 x x z 5 x z 6 z x z 7 x x z 8) ecrire x z 9 fin exercice 2 questions 1 traduire algorithme pascal 2 pts 2 exécuter progra x 5 10 z 15 0,75 pts x z 3 déduire rôle progra 0,75 pts exercice 3 1,5 pts affectations ch1 ch2 programmation ch3 pascal écrire pascal instructions nécessaires réaliser tâches tâche réaliser instruction pascal déterminer longueur l chaine ch1 l obtenir chaine ch4 programmation pascal partir chaines ch2 ch3 ch4 obtenir chaine ch5 programm partir chaine ch2 ch5 3 n 1 pro blème 5 pts ecrire analyse algorithme progra intitulé so_carree saisir entier n composé chiffres calculer afficher so s carrés chiffres n. 29 2 4 2 2 2 3 s 324 n exemple analyse algorithme t.d.o objet n t rôle 4 n 1 5 n 1",informatique,principal,2,Devoir de Synthèse N°1 - Informatique  - 2ème TI (2010-2011) Mr Faiez Bahloul.pdf,fr,3acf2f1c-7c14-4187-b8f1-07707853116f
22,"[SUBJECT]informatique [TYPE]principal [LEVEL]2 secondaire abdel aziz khouja esseur section technologie informatique 2ti3 synthese ridene ben mna a. n 1 2009 durée 2 heures cœfficient 3 nom prénom n .note partie systèmes exploitation exercice n 1 3 pts inscrivez termes bons endroits logiciel base noyau utilitaires interface mémoire système exploitation présente co utilisateur ordinateur composé partie principale charge automatiquement démarrage ordinateur partie supplémentaire charge mémoire demande utilisateur système exploitation offres services communs exercice n 2 2 pts cocher les bonne(s réponse(s a)au moment démarrage c noyau s.e. charge ordinateur bios conce ram chargement système exploitation démarrage vérification matériels démarrage personnaliser configuration ordinateur heure moment démarrage b progra bios enregistré d progra bootstrap assure rom modification informations composants ordinateur ram cmos chargement système exploitation ram vérification matériels exercice n 3 3,5 pts citez services base offerts système exploitation b donnez définition termes mémoire virtuelle fichier dossier c -ce fichier obligatoirement posséder extension rôle extension -1- http:b-mehdi.jimdo.com partie ii résolution problèmes programmation exercice n 1 3pts compléter tableau mettant respectivement ligne nom objet correspondant type pascal valeur n expression pascal objet type valeur contenu 1 ord(a 2 x sqrt abs(-4 3 e trunc -6.56)round(1.5 4 c pos pro processeur 5 n 6 copy internet 6 3 7 str 65 d 8 val 2 ti 3 t e 9 k exercice n 2 3pts questions algorithme 0 début info 1 ecrire(entrer entier chiffres 1 déduire déclaration objets relatifs algorithme précédent lire(n 2 u n mod 10 3 d n div 10 4 u d 2 résultat retourné n 25 n64 dif u d snon dif d u finsi 5 ecrire(dif 6 fin info 3 reformuler progra utilisant uniquement structure conditionnelle simple réduite action 4 4 ecrivez traduction pascal algorithme précédent exercice n 3 5,5)pts désire écrire analyse algorithme progra saisit entier m chiffres affiche ordre chiffres croissant décroissant croissant décroissant exemples m 259 résultat 2,5 9 ordre croissant m743 résultat 7,4 3 ordre décroissant m106 résultat 1,0 6 ordre croissant décroissant -2- http:b-mehdi.jimdo.com",informatique,principal,2,Devoir de synthèse N°1 - Informatique - 2ème Info (2009-2010) Mme Ayda Ridene Ben Mna.pdf,fr,f0f9db49-8ef2-4636-bd80-684714d8cffa
23,"[SUBJECT]informatique [TYPE]principal [LEVEL]2 secondaire 2 mars 1934 goubellat 2011 durée 2 heure 2ème ti 3 esseur mlle hammami fatima n 1 informatique nom prénom note 20 exercice n 1 4,5 points compléter tableau donnant topologie nom approprié citer avantage inconvénient schéma nom avantages inconvénients exercice n 2 2,5 points 1 compléter grille basant définitions proposées ci-dessous b c d e f g h 1 2 3 4 ligne 1 périphérique numériser images documents ordinateur ligne 2 périphérique connecter internet ligne 3 unité mesure information formée 8 bits ligne 4 moyen faire transfert informations composants carte mère 2 donner définition mot trouvé colonne c exercice n 3 3 points déterminer type valeur variables ei expression valeur type e1 round(3 6,3 e2 trunc 15 div 3 e3 123 div 5 mod 2 15 mod 6 e4 5 mod 3 e5 sqrt(4 cos(pi e6 sqr(2 sqrt 4 sin(0 exercice n 4 3 points 1 réécrire progra corrigeant fautes signaler fautes corrigées couleur verte progra faux progra corrigé program inconnu uses win var entier s integer read read b s b ecrire s fin 2 rôle progra exercice n 5 7 points ecrire analyse déduire algorithme progra pascal arrondir réel entier exemple saisi 12,41 résultat 12 saisi 12,70 résultat 13",informatique,principal,2,Devoir de Synthèse N°1 - Informatique - 2ème Informatique (2011-2012)  Mlle Hammami Fatima.pdf,fr,7072a793-b19f-4f5b-b898-7691db96f726
24,[SUBJECT]informatique [TYPE]principal [LEVEL]2 08 12 2015 lycee secondaire informatique 2ème t duree 2 heures 3 sadok feki n 1 mkaouar neji laila note 20 nom prénom n exercice n 1 4 p compléter pascal tableau mettant respectivement ligne nom objet résultat correspondant type valeur n expression pascal objet type valeur 1 ord(b 2 b trunc -6.56 round(1.49 sqrt abs(-9 3 c upcase chr ord b 4 d 5 f copy internet 6 long(car 6 val 2èmeti e e 7 f pos pro esseur 8 g à insert la g 3 exercice n 2 3 p utilisant fonctions procédures prédéfinies écrire instructions pascal nécessaires aboutir résultats indiqués ch windowsxp résultat ch winxp ch bonneannée2016 résultat ch bonneannée2016 ch1 2ème ch2 nb représente espace ch3 tech 2015 résultat ch 2èmetech-2015 n 1 théorique)(2ème ti décembre 2015 exercice n 3 6 p algorithme 0 début 1 ecrire saisir chaine forme op1op2op3 lire ch 2 ch1 sous_chaine ch 1 pos( ch -1 3 valeur ch1 x e 4 ch2 sous_chaine ch pos( ch 1 pos ch pos( ch 1 5 valeur ch2 e 6 ch3 sous_chaine ch pos ch 1 long(ch pos ch 7 valeur ch3 z e 8) r x z 9 ecrire r 10 fin travail demandé 1 dresser tdo algorithme 2 pts objet nature type 2 traduire pascal instructions écrites gras italique n 2 n 7 2 pts 3 exécuter algorithme cas ch 30 25 4 2 pts exemple n instruction ch1 x ch2 ch3 z r 2 3 4 5 ch30 25 4 6 7 8) n 1 théorique)(2ème ti décembre 2015 exercice n 4 7 p 1075.2mo utilisés 15go pourcentage utilisation boite mail 7 avez rencontré type message connexion boite mail objectif exercice calculer afficher pourcentage utilisation boite mail utilisateur faciliter tâche demander saisir données types chaines saisir lieu chaine ch1 contenant espace représentant espace utilisé mails manipulés exprimé mo saisir lieu chaine ch2 contenant espace représentant capacité totale réservée mails exprimée go afficher pourcentage pc utilisation boite mail nb pourcentage utilisation pc espace utilisé go espace total go)100 exemple ch1 1075.2mo ch2 15go progra affichera pourcentage utilisation 7 sachant 1075.)15 100 7 ecrire analyse tdo algorithme correspondant intitulé pourcentage saisir chaines ch1 ch2 calculer afficher pourcentage pc analyse 4 pts n 1 théorique)(2ème ti décembre 2015 déduire tableau déclaration objets t.d.o correspondant analyse t.d.o 1pt objet nature type algorithme 2 pts n 1 théorique)(2ème ti décembre 2015,informatique,principal,2,Devoir de Synthèse N°1 - Informatique - 2ème Informatique (2015-2016) Mme Mkaouar laila.pdf,fr,8ecae80e-34c9-4cb2-8b4f-31015102a445
25,[SUBJECT]informatique [TYPE]principal [LEVEL]2 république tunisienne ministère éducation 2015 durée 2 heures n 1 discipline informatique c.r siliana l.s 2 mars 1934 siliana 2ème technologie informatique enseignant a. zouhaier nom prénom groupe n note 20 nb feuilles remplies soigneusement remises fin séance utiliser brouillons répondre feuilles examen sujet comporte 4 s numéroté 1 4 exercice n 1 3.5 pts tableau b c d e f g h 1 p 2 r 3 4 c 5 e 6 s 7 s 8 e 9 u 10 r remplir lignes tableau utilisant définitions 1 manière connexion équipements réseau local exp bus étoile anneau 2 mémoire centrale ordinateur 3 mémoire interne volatil alimenté pile contient information système mot passe heure 4 partie processeur utilisé r commander composants ordinateur 5 electrical programmable read only memory 6 périphérique entrée 7 logiciel espion 8 périphérique sortie afficher données 9 partie processeur utilisé réaliser opérations arithmétiques logiques 10 mémoire morte ordinateur b définir mot existe colonne c exercice n 2 2pts compléter tableau donner rôles bus ordinateur bus rôle bus processeur bus mémoire bus données bus commande exercice n 3 1.5pts donner exemples prépositions variante rom ports externes ordinateur carte extension exercice n 4 4pts image représente équipements informatiques ordinateurs périphériques laboratoire informatique proposer topologie connecter équipements support transmission 0.5 pts donner avantages inconvénients topologie 1pts avantages inconvénients donner logistiques matérielles logicielles nécessaires connecter équipements réseau 2 pts logistiques matérielles logistiques logicielles proposer supports connexions permettent connecter équipements 0.5pts exercice n 5 3.5 pts valider invalider affirmations cas invalidité corriger affirmation question protéger système informatique contre virus utilise logiciel espion spyware mémoire cache niveau 1 intégrée extérieur microprocesseur démarrage ordinateur partie système exploitation charge mémoire centrale système exploitation formé progra unique réseau local partager imprimante concentrateur utilisé réseau topologie anneau adresse ip identifier postes réseau réseau topologie anneau rôle jeton transférer messages machine destinateur exercice n 6 5 pts algorithme transférer durée donnée heure minute seconde 0 début duree 1 écrire donner durée d lire d 2 h d 3600 3 m d 3600 60 4 s d 3600 60 5 écrire d h m s 6 fin duree compléter algorithme div mod 1.25 pts dresser tableau déclaration objets t.d.o 1pt objet type nature rôle traduire algorithme progra pascal 2.75pts,informatique,principal,2,Devoir de Synthèse N°1 - Informatique - 2ème TI (2015-2016) Mr Ansi Zouhaier.pdf,fr,af9fb6cf-b310-4ea8-b084-4960b1f688a8
